Minutes,Seconds,Milliseconds,FL Outer,FL Inner,FR Outer,FR Inner,RL Outer,RL Inner,RR Outer,RR Inner,AcX,AcY,AcZ,GyX,GyY,GyZ,Satellites,Lat,Long,GPS Speed,Vehicle Speed,RPM
0,15,660,0,0,0,0,0,0,0,0,-0.33,0.065,0.835,-1.015,-2.702,0.664,0,0,0,0,0,1486
0,15,803,0,0,0,0,0,0,0,0,-0.33,0.068,0.827,-1.725,-3.031,0.542,0,0,0,0,0,1375
0,15,946,0,0,0,0,0,0,0,0,-0.33,0.086,0.796,-3.435,-3.832,0.359,0,0,0,0,0,1319
0,16,91,0,0,0,0,0,0,0,0,-0.34,0.072,0.826,0.099,-1.824,0.794,0,0,0,0,0,1238
0,16,238,0,0,0,0,0,0,0,0,-0.33,0.054,0.804,-0.863,-2.397,0.504,0,0,0,0,0,1171
0,16,378,0,0,0,0,0,0,0,0,-0.32,0.057,0.828,-0.649,-2.504,0.748,0,0,0,0,0,1100
0,16,520,0,0,0,0,0,0,0,0,-0.34,0.078,0.805,-0.069,-2.405,0.603,0,0,0,0,0,1072
0,16,660,0,0,0,0,0,0,0,0,-0.34,0.068,0.818,0.244,-2.145,0.58,0,0,0,0,0,1055
0,16,806,0,0,0,0,0,0,0,0,-0.33,0.067,0.802,-0.45,-2.359,0.824,0,0,0,0,0,1040
0,16,952,0,0,0,0,0,0,0,0,-0.33,0.067,0.809,0.733,-1.733,0.427,0,0,0,0,0,1033
0,17,93,0,0,0,0,0,0,0,0,-0.33,0.061,0.804,0.954,-1.458,0.489,0,0,0,0,0,1024
0,17,234,0,0,0,0,0,0,0,0,-0.31,0.059,0.851,0.008,-1.588,0.588,0,0,0,0,0,1017
0,17,379,0,0,0,0,0,0,0,0,-0.32,0.077,0.824,-0.275,-2.176,0.87,0,0,0,0,0,1012
0,17,520,0,0,0,0,0,0,0,0,-0.33,0.055,0.826,-2.397,-3.282,0.656,0,0,0,0,0,1008
0,17,659,0,0,0,0,0,0,0,0,-0.33,0.092,0.819,-0.824,-2.328,0.817,0,0,0,0,0,993
0,17,799,0,0,0,0,0,0,0,0,-0.33,0.066,0.833,0.443,-1.908,0.687,0,0,0,0,0,986
0,17,945,0,0,0,0,0,0,0,0,-0.33,0.045,0.837,-1.809,-2.954,0.679,0,0,0,0,0,982
0,18,86,0,0,0,0,0,0,0,0,-0.32,0.093,0.83,0.405,-2.137,1.153,0,0,0,0,0,964
0,18,228,0,0,0,0,0,0,0,0,-0.34,0.059,0.831,-0.58,-3.031,0.702,0,0,0,0,0,947
0,18,370,0,0,0,0,0,0,0,0,-0.33,0.085,0.829,-0.191,-2.496,0.733,0,0,0,0,0,939
0,18,511,0,0,0,0,0,0,0,0,-0.33,0.055,0.844,-0.84,-2.412,0.519,0,0,0,0,0,936
0,18,658,0,0,0,0,0,0,0,0,-0.32,0.064,0.794,-0.885,-2.779,0.802,0,0,0,0,0,923
0,18,798,0,0,0,0,0,0,0,0,-0.34,0.064,0.857,-0.656,-2.16,0.687,0,0,0,0,0,915
0,18,939,0,0,0,0,0,0,0,0,-0.33,0.061,0.813,-0.817,-3.046,0.489,0,0,0,0,0,912
0,19,80,0,0,0,0,0,0,0,0,-0.31,0.064,0.82,-0.328,-1.771,0.565,0,0,0,0,0,895
0,19,225,0,0,0,0,0,0,0,0,-0.33,0.065,0.811,-1.046,-2.748,0.855,0,0,0,0,0,885
0,19,364,0,0,0,0,0,0,0,0,-0.32,0.071,0.818,-0.595,-2.214,0.664,0,0,0,0,0,876
0,19,507,0,0,0,0,0,0,0,0,-0.34,0.082,0.838,-0.817,-2.191,0.405,0,0,0,0,0,870
0,19,647,0,0,0,0,0,0,0,0,-0.33,0.07,0.829,-0.725,-2.351,0.756,0,0,0,0,0,877
0,19,793,0,0,0,0,0,0,0,0,-0.32,0.082,0.813,-0.924,-2.481,0.702,0,0,0,0,0,880
0,19,933,0,0,0,0,0,0,0,0,-0.32,0.066,0.833,-0.985,-2.687,0.435,0,0,0,0,0,887
0,20,72,0,0,0,0,0,0,0,0,-0.33,0.066,0.825,-0.58,-2.405,0.634,0,0,0,0,0,893
0,20,212,0,0,0,0,0,0,0,0,-0.32,0.079,0.831,-0.71,-1.962,1,0,0,0,0,0,910
0,20,353,0,0,0,0,0,0,0,0,-0.34,0.065,0.833,-0.565,-2.954,0.748,0,0,0,0,0,922
0,20,498,0,0,0,0,0,0,0,0,-0.33,0.07,0.83,-0.771,-2.435,0.748,0,0,0,0,0,925
0,20,639,0,0,0,0,0,0,0,0,-0.34,0.068,0.833,-0.16,-2.344,0.672,0,0,0,0,0,923
0,20,780,0,0,0,0,0,0,0,0,-0.33,0.07,0.826,-0.87,-2.924,0.985,0,0,0,0,0,927
0,20,920,0,0,0,0,0,0,0,0,-0.32,0.065,0.82,-0.855,-2.374,0.328,0,0,0,0,0,921
0,21,66,0,0,0,0,0,0,0,0,-0.34,0.062,0.833,-0.557,-2.588,0.443,0,0,0,0,0,913
0,21,234,0,0,0,0,0,0,0,0,-0.33,0.065,0.832,-0.618,-2.855,0.832,0,0,0,0,0,906
0,21,374,0,0,0,0,0,0,0,0,-0.33,0.081,0.813,-0.84,-2.481,0.672,0,0,0,0,0,892
0,21,517,0,0,0,0,0,0,0,0,-0.32,0.063,0.826,-1.008,-2.733,0.389,0,0,0,0,0,885
0,21,661,0,0,0,0,0,0,0,0,-0.33,0.075,0.827,-0.435,-2.29,0.664,0,0,0,0,0,876
0,21,801,0,0,0,0,0,0,0,0,-0.34,0.073,0.822,-0.763,-2.496,0.824,0,0,0,0,0,860
0,21,943,0,0,0,0,0,0,0,0,-0.33,0.073,0.828,-1.221,-2.351,0.695,0,0,0,0,0,852
0,22,84,0,0,0,0,0,0,0,0,-0.32,0.076,0.82,-0.229,-2.534,0.511,0,0,0,0,0,848
0,22,228,0,0,0,0,0,0,0,0,-0.34,0.073,0.833,-0.42,-2.038,0.603,0,0,0,0,0,841
0,22,368,0,0,0,0,0,0,0,0,-0.32,0.068,0.828,-0.092,-2.061,0.588,0,0,0,0,0,837
0,22,510,0,0,0,0,0,0,0,0,-0.33,0.054,0.81,-0.176,-2.153,0.748,0,0,0,0,0,837
0,22,653,0,0,0,0,0,0,0,0,-0.33,0.052,0.82,-0.26,-2.481,0.771,0,0,0,0,0,825
0,22,795,0,0,0,0,0,0,0,0,-0.33,0.072,0.828,-0.656,-2.74,0.511,0,0,0,0,0,823
0,22,941,0,0,0,0,0,0,0,0,-0.33,0.052,0.781,-0.649,-2.672,0.397,0,0,0,0,0,817
0,23,80,0,0,0,0,0,0,0,0,-0.34,0.061,0.837,-1.145,-3.29,0.695,0,0,0,0,0,817
0,23,221,0,0,0,0,0,0,0,0,-0.32,0.062,0.843,-1.885,-2.237,1.206,0,0,0,0,0,814
0,23,361,0,0,0,0,0,0,0,0,-0.34,0.086,0.831,-1.382,-2.634,0.702,0,0,0,0,0,812
0,23,506,0,0,0,0,0,0,0,0,-0.34,0.08,0.836,-0.435,-2.458,0.733,0,0,0,0,0,815
0,23,648,0,0,0,0,0,0,0,0,-0.32,0.077,0.82,-1.038,-2.351,0.71,0,0,0,0,0,819
0,23,789,0,0,0,0,0,0,0,0,-0.33,0.062,0.803,-0.71,-2.26,0.511,0,0,0,0,0,815
0,23,931,0,0,0,0,0,0,0,0,-0.32,0.053,0.811,-0.573,-2.817,0.656,0,0,0,0,0,807
0,24,77,0,0,0,0,0,0,0,0,-0.35,-0.015,0.785,1.282,-4.13,0.924,0,0,0,0,0,814
0,24,219,0,0,0,0,0,0,0,0,-0.32,0.055,0.837,-0.427,-1.374,0.374,0,0,0,0,0,811
0,24,360,0,0,0,0,0,0,0,0,-0.32,0.067,0.829,-2.122,-2.969,0.656,0,0,0,0,0,810
0,24,502,0,0,0,0,0,0,0,0,-0.34,0.068,0.826,-0.87,-2.412,0.885,0,0,0,0,0,810
0,24,648,0,0,0,0,0,0,0,0,-0.33,0.086,0.835,-0.71,-2.069,1.023,0,0,0,0,0,805
0,24,790,0,0,0,0,0,0,0,0,-0.33,0.071,0.817,-0.336,-2.122,0.687,0,0,0,0,0,804
0,24,935,0,0,0,0,0,0,0,0,-0.31,0.059,0.804,-0.359,-2.672,0.679,0,0,0,0,0,799
0,25,75,0,0,0,0,0,0,0,0,-0.33,0.053,0.833,-1.71,-2.855,0.389,0,0,0,0,0,796
0,25,217,0,0,0,0,0,0,0,0,-0.34,0.087,0.844,-1.099,-2.977,0.893,0,0,0,0,0,772
0,25,362,0,0,0,0,0,0,0,0,-0.33,0.073,0.829,0.611,-1.87,0.481,0,0,0,0,0,753
0,25,502,0,0,0,0,0,0,0,0,-0.33,0.066,0.824,-1.656,-2.779,0.832,0,0,0,0,0,734
0,25,641,0,0,0,0,0,0,0,0,-0.32,0.04,0.833,-1.305,-3.008,0.389,0,0,0,0,0,718
0,25,783,0,0,0,0,0,0,0,0,-0.33,0.098,0.823,0.092,-1.382,0.634,0,0,0,0,0,696
0,25,928,0,0,0,0,0,0,0,0,-0.33,0.08,0.815,-1.298,-2.702,0.557,0,0,0,0,0,685
0,26,68,0,0,0,0,0,0,0,0,-0.33,0.038,0.837,-0.794,-2.756,0.443,0,0,0,0,0,681
0,26,210,0,0,0,0,0,0,0,0,-0.33,0.075,0.819,-0.015,-2.267,0.725,0,0,0,0,0,677
0,26,355,0,0,0,0,0,0,0,0,-0.33,0.072,0.829,-0.565,-1.733,0.626,0,0,0,0,0,674
0,26,501,0,0,0,0,0,0,0,0,-0.33,0.078,0.83,-1.176,-2.244,0.771,0,0,0,0,0,674
0,26,641,0,0,0,0,0,0,0,0,-0.33,0.065,0.822,-1.435,-2.885,0.542,0,0,0,0,0,678
0,26,781,0,0,0,0,0,0,0,0,-0.32,0.055,0.801,-1.015,-2.87,0.779,0,0,0,0,0,682
0,26,923,0,0,0,0,0,0,0,0,-0.33,0.071,0.813,0.504,-1.603,0.55,0,0,0,0,0,683
0,27,63,0,0,0,0,0,0,0,0,-0.34,0.074,0.844,-1.023,-2.496,0.641,0,0,0,0,0,691
0,27,206,0,0,0,0,0,0,0,0,-0.32,0.083,0.823,-1.649,-2.588,0.565,0,0,0,0,0,689
0,27,345,0,0,0,0,0,0,0,0,-0.33,0.033,0.825,-1.13,-3.42,0.412,0,0,0,0,0,690
0,27,487,0,0,0,0,0,0,0,0,-0.33,0.08,0.805,0.473,-1.656,0.695,0,0,0,0,0,693
0,27,628,0,0,0,0,0,0,0,0,-0.33,0.085,0.842,-1.427,-2.504,0.656,0,0,0,0,0,697
0,27,777,0,0,0,0,0,0,0,0,-0.32,0.042,0.815,-2.55,-2.908,0.313,0,0,0,0,0,696
0,27,948,0,0,0,0,0,0,0,0,-0.33,0.065,0.815,-1.985,-2.809,0.458,0,0,0,0,0,695
0,28,89,0,0,0,0,0,0,0,0,-0.32,0.07,0.821,0.863,-1.817,0.328,0,0,0,0,0,691
0,28,231,0,0,0,0,0,0,0,0,-0.34,0.095,0.831,-1.282,-1.947,0.725,0,0,0,0,0,688
0,28,378,0,0,0,0,0,0,0,0,-0.32,0.079,0.82,-1.748,-2.817,0.412,0,0,0,0,0,688
0,28,520,0,0,0,0,0,0,0,0,-0.33,0.039,0.817,-0.145,-2.58,0.588,0,0,0,0,0,688
0,28,660,0,0,0,0,0,0,0,0,-0.33,0.079,0.802,-0.16,-1.496,0.908,0,0,0,0,0,684
0,28,802,0,0,0,0,0,0,0,0,-0.34,0.068,0.851,-0.481,-2.458,0.679,0,0,0,0,0,684
0,28,947,0,0,0,0,0,0,0,0,-0.32,0.072,0.833,-1.718,-2.58,0.405,0,0,0,0,0,682
0,29,88,0,0,0,0,0,0,0,0,-0.33,0.049,0.815,-0.321,-3.015,0.885,0,0,0,0,0,684
0,29,229,0,0,0,0,0,0,0,0,-0.33,0.076,0.804,-0.176,-1.695,0.527,0,0,0,0,0,685
0,29,369,0,0,0,0,0,0,0,0,-0.34,0.092,0.847,-1.397,-2.756,0.573,0,0,0,0,0,687
0,29,511,0,0,0,0,0,0,0,0,-0.32,0.086,0.83,-0.382,-2.794,0.435,0,0,0,0,0,690
0,29,657,0,0,0,0,0,0,0,0,-0.33,0.05,0.825,0.244,-2.931,0.649,0,0,0,0,0,690
0,29,798,0,0,0,0,0,0,0,0,-0.33,0.08,0.812,0.046,-1.664,0.802,0,0,0,0,0,692
0,29,938,0,0,0,0,0,0,0,0,-0.34,0.078,0.865,-0.198,-2.809,0.45,0,0,0,0,0,691
0,30,76,0,0,0,0,0,0,0,0,-0.31,0.077,0.83,-1.618,-2.099,0.565,0,0,0,0,0,693
0,30,222,0,0,0,0,0,0,0,0,-0.32,0.053,0.811,-0.939,-2.733,0.58,0,0,0,0,0,693
0,30,362,0,0,0,0,0,0,0,0,-0.33,0.085,0.813,-0.786,-1.527,0.824,0,0,0,0,0,693
0,30,502,0,0,0,0,0,0,0,0,-0.35,0.071,0.848,-0.954,-3.168,0.969,0,0,0,0,0,695
0,30,642,0,0,0,0,0,0,0,0,-0.31,0.078,0.829,-1.756,-2.702,0.359,0,0,0,0,0,693
0,30,786,0,0,0,0,0,0,0,0,-0.33,0.062,0.813,-0.183,-2.504,0.672,0,0,0,0,0,692
0,30,925,0,0,0,0,0,0,0,0,-0.33,0.092,0.817,-0.443,-1.649,0.992,0,0,0,0,0,690
0,31,66,0,0,0,0,0,0,0,0,-0.34,0.061,0.845,-0.313,-3.321,0.611,0,0,0,0,0,686
0,31,207,0,0,0,0,0,0,0,0,-0.33,0.08,0.817,-1.435,-2.504,0.641,0,0,0,0,0,690
0,31,346,0,0,0,0,0,0,0,0,-0.33,0.029,0.832,-0.672,-2.87,0.542,0,0,0,0,0,687
0,31,493,0,0,0,0,0,0,0,0,-0.33,0.078,0.822,-1.031,-1.641,0.55,0,0,0,0,0,687
0,31,637,0,0,0,0,0,0,0,0,-0.33,0.075,0.85,-1.153,-2.908,0.496,0,0,0,0,0,687
0,31,778,0,0,0,0,0,0,0,0,-0.33,0.055,0.819,-2.298,-2.595,0.504,0,0,0,0,0,687
0,31,919,0,0,0,0,0,0,0,0,-0.32,0.073,0.813,-0.137,-2.832,0.313,0,0,0,0,0,689
0,32,63,0,0,0,0,0,0,0,0,-0.34,0.076,0.853,-0.466,-2.237,0.786,0,0,0,0,0,690
0,32,203,0,0,0,0,0,0,0,0,-0.33,0.07,0.829,-1.374,-3.061,0.58,0,0,0,0,0,688
0,32,345,0,0,0,0,0,0,0,0,-0.33,0.042,0.81,-1.366,-2.237,0.55,0,0,0,0,0,688
0,32,484,0,0,0,0,0,0,0,0,-0.33,0.066,0.829,0.641,-2.336,0.374,0,0,0,0,0,690
0,32,630,0,0,0,0,0,0,0,0,-0.34,0.08,0.854,-1.229,-2.198,0.466,0,0,0,0,0,684
0,32,771,0,0,0,0,0,0,0,0,-0.32,0.084,0.824,-0.443,-2.893,0.305,0,0,0,0,0,688
0,32,913,0,0,0,0,0,0,0,0,-0.34,0.041,0.834,-2.344,-2.84,0.557,0,0,0,0,0,689
0,33,53,0,0,0,0,0,0,0,0,-0.33,0.071,0.812,0.565,-1.901,0.84,0,0,0,0,0,688
0,33,200,0,0,0,0,0,0,0,0,-0.34,0.081,0.859,-1.351,-2.58,0.405,0,0,0,0,0,692
0,33,340,0,0,0,0,0,0,0,0,-0.33,0.075,0.811,-2.13,-3.084,0.809,0,0,0,0,0,694
0,33,479,0,0,0,0,0,0,0,0,-0.33,0.034,0.828,-0.16,-2.947,0.786,0,0,0,0,0,691
0,33,620,0,0,0,0,0,0,0,0,-0.32,0.072,0.812,0.29,-1.733,0.748,0,0,0,0,0,694
0,33,763,0,0,0,0,0,0,0,0,-0.34,0.08,0.848,-0.603,-2.336,0.389,0,0,0,0,0,693
0,33,908,0,0,0,0,0,0,0,0,-0.31,0.064,0.815,-0.947,-2.45,0.458,0,0,0,0,0,694
0,34,50,0,0,0,0,0,0,0,0,-0.32,0.068,0.812,0.183,-2.565,0.672,0,0,0,0,0,692
0,34,192,0,0,0,0,0,0,0,0,-0.34,0.075,0.835,-0.756,-1.733,0.511,0,0,0,0,0,688
0,34,334,0,0,0,0,0,0,0,0,-0.33,0.081,0.823,-0.679,-3.221,0.794,0,0,0,0,0,689
0,34,509,0,0,0,0,0,0,0,0,-0.32,0.074,0.825,-1.71,-2.786,0.824,0,0,0,0,0,692
0,34,651,0,0,0,0,0,0,0,0,-0.33,0.034,0.818,-0.901,-2.824,0.725,0,0,0,0,0,696
0,34,793,0,0,0,0,0,0,0,0,-0.32,0.069,0.812,0.176,-1.977,0.565,0,0,0,0,0,692
0,34,933,0,0,0,0,0,0,0,0,-0.34,0.087,0.844,-1.947,-2.679,0.603,0,0,0,0,0,688
0,35,79,0,0,0,0,0,0,0,0,-0.33,0.07,0.816,-2.069,-2.198,1.008,0,0,0,0,0,689
0,35,218,0,0,0,0,0,0,0,0,-0.33,0.044,0.825,-0.71,-3.046,0.626,0,0,0,0,0,685
0,35,358,0,0,0,0,0,0,0,0,-0.32,0.07,0.802,0.557,-1.29,0.786,0,0,0,0,0,688
0,35,501,0,0,0,0,0,0,0,0,-0.34,0.078,0.842,-0.695,-2.45,0.626,0,0,0,0,0,686
0,35,645,0,0,0,0,0,0,0,0,-0.32,0.062,0.817,-1.618,-2.504,0.794,0,0,0,0,0,688
0,35,786,0,0,0,0,0,0,0,0,-0.32,0.047,0.838,0.191,-2.656,0.595,0,0,0,0,0,693
0,35,927,0,0,0,0,0,0,0,0,-0.33,0.066,0.813,-0.519,-1.84,0.855,0,0,0,0,0,694
0,36,66,0,0,0,0,0,0,0,0,-0.34,0.097,0.854,-0.885,-2.695,0.763,0,0,0,0,0,697
0,36,206,0,0,0,0,0,0,0,0,-0.32,0.079,0.816,-1.885,-3.099,0.695,0,0,0,0,0,698
0,36,352,0,0,0,0,0,0,0,0,-0.33,0.062,0.83,0.672,-2.099,0.733,0,0,0,0,0,695
0,36,492,0,0,0,0,0,0,0,0,-0.33,0.104,0.835,-0.397,-1.969,0.649,0,0,0,0,0,696
0,36,632,0,0,0,0,0,0,0,0,-0.34,0.071,0.823,-0.901,-2.939,0.45,0,0,0,0,0,693
0,36,772,0,0,0,0,0,0,0,0,-0.33,0.067,0.809,-1.344,-2.992,0.725,0,0,0,0,0,693
0,36,919,0,0,0,0,0,0,0,0,-0.33,0.086,0.801,1.282,-1.305,0.893,0,0,0,0,0,693
0,37,59,0,0,0,0,0,0,0,0,-0.38,0.02,0.87,0.153,-2.779,1.046,0,0,0,0,0,688
0,37,200,0,0,0,0,0,0,0,0,-0.33,0.083,0.803,-1.924,-3.611,1.13,0,0,0,0,0,686
0,37,341,0,0,0,0,0,0,0,0,-0.33,0.022,0.832,-0.618,-2.656,0.695,0,0,0,0,0,688
0,37,486,0,0,0,0,0,0,0,0,-0.33,0.078,0.805,-0.206,-1.893,0.733,0,0,0,0,0,683
0,37,625,0,0,0,0,0,0,0,0,-0.34,0.075,0.844,-0.626,-2.435,0.496,0,0,0,0,0,685
0,37,766,0,0,0,0,0,0,0,0,-0.32,0.083,0.823,-1.16,-2.908,1.015,0,0,0,0,0,686
0,37,907,0,0,0,0,0,0,0,0,-0.33,0.046,0.82,-1.076,-2.786,0.45,0,0,0,0,0,694
0,38,46,0,0,0,0,0,0,0,0,-0.32,0.061,0.828,1.389,-1.656,0.817,0,0,0,0,0,730
0,38,192,0,0,0,0,0,0,0,0,-0.33,0.063,0.801,-1.489,-2.359,0.389,0,0,0,0,0,803
0,38,332,0,0,0,0,0,0,0,0,-0.34,0.074,0.816,1.137,-1.992,0.679,0,0,0,0,0,991
0,38,474,0,0,0,0,0,0,0,0,-0.36,0.063,0.874,1.779,-0.313,0.321,0,0,0,0,0,1089
0,38,616,0,0,0,0,0,0,0,0,-0.38,0.104,0.816,0,-1.718,0.947,0,0,0,0,0,1124
0,38,763,0,0,0,0,0,0,0,0,-0.43,0.091,0.746,-3.55,-3.42,0.87,0,0,0,0,0,1107
0,38,906,0,0,0,0,0,0,0,0,-0.39,0.061,0.831,-2.176,-2.939,0.695,0,0,0,0,0,1057
0,39,48,0,0,0,0,0,0,0,0,-0.43,0.05,0.82,-1.046,-1.878,1.275,0,0,0,0,1,1003
0,39,188,0,0,0,0,0,0,0,0,-0.43,0.081,0.798,-2.695,-1.557,2.198,0,0,0,0,2,964
0,39,332,0,0,0,0,0,0,0,0,-0.41,0.064,0.792,-0.405,-1.824,2.519,0,0,0,0,3,947
0,39,474,0,0,0,0,0,0,0,0,-0.48,0.093,0.749,-2.328,-1.412,3.405,0,0,0,0,3,936
0,39,615,0,0,0,0,0,0,0,0,-0.47,0.078,0.788,-4.397,-2.435,3.679,0,0,0,0,4,941
0,39,757,0,0,0,0,0,0,0,0,-0.48,0.073,0.704,-1.908,-2.496,4.122,0,0,0,0,5,953
0,39,904,0,0,0,0,0,0,0,0,-0.5,0.053,0.827,-2.351,-0.397,4.229,0,0,0,0,6,954
0,40,45,0,0,0,0,0,0,0,0,-0.49,0.095,0.724,0.221,1.115,4.565,0,0,0,0,7,942
0,40,185,0,0,0,0,0,0,0,0,-0.37,0.137,0.795,-5.191,-3.733,6.084,0,0,0,0,7,932
0,40,326,0,0,0,0,0,0,0,0,-0.44,-0.015,0.68,-4.725,-7.382,5.664,0,0,0,0,8,1035
